pic href	pic src	trunc-title	float-left	float-right	float-left 2	float-right 2	float-right 3	float-left 4	item_extra_info	float-right 5	red_small	float-left 5	float-left 6	float-right 6	float-left 7
https://www.mvbataxsales.com/auction/bowie-central-appraisal-district-bowie-county-texas-online-property-tax-sale-july-1-2025-146/item/withdrawn-from-tax-sale-account-no-30140005400-8-acres-more-or-less-out-of-the-terry-wright-survey-abstract-671-bowie-cad-tract-44-bowie-county-texas-suit-no-19c1457-102-approximate-property-address-586-county-road-4124-simms-texas-75574-4643-3537/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/146/1750296404/w0001-1_t.jpg	WITHDRAWN FROM TAX SALE Account No. 30140005400 - 8 Acres, more or less, out of the Terry Wright Survey, Abstract 671 (Bowie CAD Tract #44), Bowie County, Texas ::::: Suit No. 19C1457-102 ::::: Approximate Property Address: 586 County Road 4124, Simms, Texas 75574-4643	Current Bid:	$0.00		$3,745.48	$50.00	Bid Increment:	WITHDRAWN FROM TAX SALE			Item Location:			
https://www.mvbataxsales.com/auction/harrison-county-online-property-tax-sale-april-1-2025-139/item/account-no-r000005748-undivided-interest-in-17-acres-more-or-less-out-of-the-william-steele-survey-abstract-665-harrison-county-texas-suit-no-22-0393t-3413/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/139/1741375441/w0002-1_t.jpg	Account No. R000005748 - Undivided Interest in 17 Acres, more or less, out of the William Steele Survey, Abstract 665, Harrison County, Texas ::::: Suit No. 22-0393T	Current Bid:	$0.00		$35,810.00	$100.00	Bid Increment:	Undivided Interest	, , TX	(bidding was extended)	Time Remaining:	Item Location:		
https://www.mvbataxsales.com/auction/cherokee-county-online-property-tax-sale-december-3-2024-125/item/account-no-530914000530919000-lots-3-and-4-block-7-petty-estates-addition-lake-palestine-cherokee-county-texas-and-a-manufactured-home-serial-16531165s-and-label-lou0025224-suit-no-2016020077-3107/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/125/1731175796/w0002-1_t.jpg	Account No. 530914000/530919000 - Lots 3 and 4, Block 7, Petty Estates Addition, Lake Palestine, Cherokee County, Texas and a Manufactured Home, Serial #16531165S and Label #LOU0025224 ::::: Suit No. 2016020077	High Bidder:	663	Current Bid:	$24,522.23	$24,622.23	Min Bid:		Closed	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/gladewater-isdpine-tree-isd-gregg-county-online-property-tax-sale-december-3-2024-126/item/withdrawn-from-sale-account-no-000045755-lots-10-11-12-block-3-new-city-block-3372-hall-griffin-addition-city-of-longview-gregg-county-texas-suit-no-022619-ccl2-3139/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/126/1731177588/w0002-1_t.jpg	WITHDRAWN FROM SALE Account No. 000045755 - Lots 10, 11 & 12, Block 3, New City Block 3372, Hall-Griffin Addition, City of Longview, Gregg County, Texas ::::: Suit No. 022619-CCL2	Current Bid:	$0.00		$5,478.78	$100.00	Bid Increment:	WITHDRAWN FROM SALE			Item Location:			
https://www.mvbataxsales.com/auction/henderson-county-online-property-tax-sale-december-3-2024-127/item/withdrawn-from-sale-account-no-256875-lot-2-hillcrest-village-subdivision-abstract-501-of-the-j-mcwilliams-survey-in-henderson-county-texas-according-to-volume-1521-page-264-of-the-deed-records-henderson-county-texas-suit-no-tax20-0353-3-3142/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/127/1731966682/w0002-1_t.jpg	WITHDRAWN FROM SALE Account No. 256875 - Lot 2, Hillcrest Village Subdivision, Abstract 501 of the J. McWilliams Survey in Henderson County, Texas according to Volume 1521, Page 264 of the Deed Records, Henderson County, Texas ::::: Suit No. TAX20-0353-3	Current Bid:	$0.00		$440.35	$10.00	Bid Increment:	WITHDRAWN FROM SALE			Item Location:			
https://www.mvbataxsales.com/auction/gladewater-isdcity-of-gladewaterpine-tree-isd-gregg-county-online-property-tax-sale-february-4-2025-128/item/account-no-000015136000655133-lot-9-johnson-addition-aka-tract-74-m-dillard-survey-abstract-56-city-of-gladewater-gregg-county-texas-suit-no-022348-ccl2-3173/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/128/1737495120/w0002-1_t.jpg	Account No. 000015136/000655133 - Lot 9, Johnson Addition, AKA Tract 74, M. Dillard Survey, Abstract 56, City of Gladewater, Gregg County, Texas ::::: Suit No. 022348-CCL2	High Bidder:	5755	Current Bid:	$2,100.00	$2,150.00	Min Bid:		Closed	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/bowie-central-appraisal-district-bowie-county-texas-online-property-tax-sale-march-4-2025-129/item/withdrawn-from-sale-account-no-19420007006-a-manufactured-home-only-label-tex053783233-serial-2ptx300ab-located-in-bowie-county-texas-suit-no-19c1907-102-approximate-property-address-5322-fm-2149-e-bowie-county-texas-3185/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/129/1739314461/w0002-1_t.jpg	WITHDRAWN FROM SALE Account No. 19420007006 - A Manufactured Home Only, Label #TEX0537832/33, Serial #2PTX300A/B located in Bowie County, Texas ::::: Suit No. 19C1907-102 ::::: Approximate Property Address: 5322 FM 2149 E, Bowie County, Texas	Current Bid:	$0.00		$3,149.17	$50.00	Bid Increment:	WITHDRAWN FROM SALE			Item Location:			
https://www.mvbataxsales.com/auction/burnet-county-online-property-tax-sale-march-4-2025-130/item/account-no-32291-lot-901-mystic-castle-section-sherwood-shores-city-of-granite-shoals-burnet-county-texas-suit-no-45189-3261/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/130/1738772487/w0002-1_t.jpg	Account No. 32291 - Lot 901, Mystic Castle Section, Sherwood Shores, City of Granite Shoals, Burnet County, Texas ::::: Suit No. 45189	High Bidder:	5782	Current Bid:	$5,150.00	$5,250.00	Min Bid:		Closed	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/harrison-county-online-property-tax-sale-march-4-2025-131/item/account-no-r000031087-5462-acres-more-or-less-out-of-abstract-259-of-the-j-fridge-survey-harrison-county-texas-suit-no-19-0116t-3282/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/131/1738952749/w0002-1_t.jpg	Account No. R000031087 - 5.462 Acres, more or less, out of Abstract 259 of the J. Fridge Survey, Harrison County, Texas ::::: Suit No. 19-0116T	High Bidder:	6013	Current Bid:	$37,200.00	$37,300.00	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/cherokee-county-online-property-tax-sale-march-4-2025-132/item/withdrawn-from-tax-sale-account-no-105936000-1400-acres-more-or-less-out-of-abstract-40-of-the-j-pineda-cherokee-county-texas-suit-no-2015060406-3369/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/132/1738955948/w0002-1_t.jpg	WITHDRAWN FROM TAX SALE Account No. 105936000 - 1.400 Acres. more or less, out of Abstract 40 of the J. Pineda, Cherokee County, Texas ::::: Suit No. 2015060406	Current Bid:	$0.00		$5,294.42	$100.00	Bid Increment:	WITHDRAW FROM TAX SALE			Item Location:			
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-march-4-2025-133/item/withdrawn-from-sale-account-no-057390-lot-1-clarence-simon-resubdivision-city-of-new-braunfels-comal-county-texas-suit-no-t-10550e-approximate-property-address-648-floral-ave-new-braunfels-texas-3388/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/133/1738970195/w0002-1_t.jpg	*WITHDRAWN FROM SALE* Account No. 057390 - Lot 1, Clarence Simon Resubdivision, City of New Braunfels, Comal County, Texas ::::: Suit No. T-10550E ::::: Approximate Property Address: 648 Floral Ave, New Braunfels, Texas	Current Bid:	$0.00		$18,911.30	$100.00	Bid Increment:	*WITHDRAWN FROM SALE*			Item Location:			
https://www.mvbataxsales.com/auction/henderson-county-online-property-tax-sale-march-4-2025-134/item/account-no-307876-3030-0004-0010-300-lot-1-section-d-hidden-hills-harbor-subdivision-henderson-county-texas-suit-no-tax20-0197-392-3400/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/134/1738974100/w0002-1_t.jpg	Account No. 307876 (3030-0004-0010-300) - Lot 1, Section D, Hidden Hills Harbor Subdivision, Henderson County, Texas ::::: Suit No. TAX20-0197-392	High Bidder:	3054	Current Bid:	$5,554.41	$5,654.41	Min Bid:		Closed	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/harrison-county-online-property-tax-sale-december-3-2024-124/item/withdrawn-from-saleaccount-no-r000012906-1666-undivided-interest-in-25-acres-more-or-less-abstract-812-r-ximinez-survey-harrison-county-texas-suit-no-17-0814t-2899/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/124/1731128072/w0002-1_t.jpg	WITHDRAWN FROM SALE Account No. R000012906 - 16.66% undivided interest in 25 Acres, more or less, Abstract 812, R. Ximinez Survey, Harrison County, Texas ::::: Suit No. 17-0814T	Current Bid:	$0.00		$10,511.78	$100.00	Bid Increment:	WITHDRAWN FROM SALE			Item Location:			
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-november-5-2024-123/item/account-no-20220-lot-62-cypress-cove-addition-section-1-comal-county-texas-suit-no-t-10294e-approximate-property-address-3020-tanglewood-trl-spring-branch-texas-2894/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/123/1728656887/w0002-1_t.jpg	Account No. 20220 - Lot 62, Cypress Cove Addition, Section 1, Comal County, Texas ::::: Suit No. T-10294E ::::: Approximate Property Address: 3020 Tanglewood Trl, Spring Branch, Texas	High Bidder:	4613	Current Bid:	$14,700.00	$14,800.00	Min Bid:		Closed	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/cherokee-county-online-property-tax-sale-october-1-2024-122/item/withdrawn-from-sale-account-no-225272000-lot-1-block-14-lincoln-park-addition-city-of-jacksonville-cherokee-county-texas-suit-no-2019120596-2877/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/122/1726516930/w0002-1_t.jpg	WITHDRAWN FROM SALE Account No. 225272000 - Lot 1, Block 14, Lincoln Park Addition, City of Jacksonville, Cherokee County, Texas ::::: Suit No. 2019120596	Current Bid:	$0.00		$6,758.85	$100.00	Bid Increment:	WITHDRAWN FROM SALE			Item Location:			
https://www.mvbataxsales.com/auction/cherokee-county-online-property-tax-sale-may-6-2025-140/item/account-no-221898000-lot-1-block-62-city-of-jacksonville-cherokee-county-texas-suit-no-2017070400-3426/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/140/1744645371/w0002-1_t.jpg	Account No. 221898000 - Lot 1, Block 62, City of Jacksonville, Cherokee County, Texas ::::: Suit No. 2017070400	High Bidder:	6199	Current Bid:	$3,194.56	$3,244.56	Min Bid:		Closed	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/harrison-county-online-property-tax-sale-june-3-2025-141/item/withdrawn-from-saleaccount-no-r000059366-r000029438-all-of-the-undivided-interest-belonging-to-azie-annie-mae-green-sheppard-in-that-certain-175-acres-of-land-located-in-sara-shoto-survey-abstract-632-and-the-ms-ussery-survey-abstract-722-and-a-1972-12-x-60-wayside-model-manufactured-home-harrison-county-texas-suit-no-19-0474t-3443/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/141/1746581170/w0002-1_t.jpg	WITHDRAWN FROM SALE Account No. R000059366/ R000029438 - All of the undivided interest, belonging to Azie & Annie Mae Green Sheppard, in that certain 175 acres of land located in Sara Shoto Survey, Abstract 632 and the M.s. Ussery Survey, Abstract 722 and a 1972, 12' x 60', Wayside Model manufactured home, Harrison County, Texas ::::: Suit No. 19-0474T	Current Bid:	$0.00		$43,170.80	$100.00	Bid Increment:	WITHDRAWN FROM SALE  UNDIVIDED INTEREST			Item Location:			
https://www.mvbataxsales.com/auction/henderson-county-online-property-tax-sale-june-3-2025-142/item/account-no-224832-an-undivided-25-acre-interest-more-or-less-in-a-69-acre-tract-described-in-volume-216-page-57-of-the-deed-records-out-of-the-jl-price-survey-abstract-651-henderson-county-texas-suit-no-tax21-0163-392-3514/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/142/1747102394/w0002-1_t.jpg	Account No. 224832 - an undivided 25 Acre interest, more or less, in a 69 acre tract described in Volume 216, Page 57 of the Deed Records, out of the J.L. Price Survey, Abstract 651, Henderson County, Texas ::::: Suit No. TAX21-0163-392	High Bidder:	5459	Current Bid:	$18,500.93	$18,600.93	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-june-3-2025-143/item/account-no-159221592315924-lots-1-2-3-block-64-canyon-springs-resort-unit-3a-a-subdivision-in-comal-county-texas-suit-no-t-9991e-approximate-property-address-561-lake-park-loop-canyon-lake-texas-3525/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/143/1747326973/w0002-1_t.jpg	Account No. 15922/15923/15924 - Lots 1, 2 & 3, Block 64, Canyon Springs Resort, Unit 3A a Subdivision in Comal County, Texas ::::: Suit No. T-9991E ::::: Approximate Property Address: 561 Lake Park Loop, Canyon Lake, Texas	High Bidder:	658	Current Bid:	$31,500.00	$31,600.00	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/bowie-central-appraisal-district-bowie-county-texas-online-property-tax-sale-july-1-2025-146/item/withdrawn-from-tax-sale-account-no-30140005305-a-manufactured-home-only-label-tex0536361-serial-hotex08802028-located-on-terry-wright-survey-abstract-671-bowie-cad-tract-44-bowie-county-texas-suit-no-19c1457-102-approximate-property-address-586-cr-4124-3538/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/146/1750296874/w6853692ba8cff_t.jpg	WITHDRAWN FROM TAX SALE Account No. 30140005305 - A Manufactured Home Only, Label #TEX0536361, Serial #HOTEX08802028, Located on Terry Wright Survey, Abstract 671, (Bowie CAD Tract 44), Bowie County, Texas ::::: Suit No. 19C1457-102 ::::: Approximate Property Address: 586 CR 4124	Current Bid:	$0.00		$2,002.15	$50.00	Bid Increment:	WITHDRAWN FROM TAX SALE			Item Location:			
https://www.mvbataxsales.com/auction/burnet-county-online-property-tax-sale-august-5-2025-147/item/account-no-39089-lots-587-588-sherwood-shores-iii-section-a-burnet-county-texas-suit-no-45088-approximate-property-address-comanche-drive-3638/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/147/1751310645/w0002-1_t.jpg	Account No. 39089 - Lots 587 & 588, Sherwood Shores III, Section A, Burnet County, Texas ::::: Suit No. 45088 ::::: Approximate Property Address: Comanche Drive	High Bidder:	2205	Current Bid:	$12,500.00	$12,600.00	Min Bid:		Closed	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/harrison-county-online-property-tax-sale-august-5-2025-148/item/account-no-r000029455-lot-46-block-2-lake-deerwood-estates-subdivision-unit-1-harrison-county-texas-suit-no-22-1133t-3657/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/148/1751897934/w0002-1_t.jpg	Account No. R000029455 - Lot 46, Block 2, Lake Deerwood Estates Subdivision, Unit 1, Harrison County, Texas ::::: Suit No. 22-1133T	Current Bid:	$0.00		$3,854.09	$50.00	Bid Increment:		, , TX	(bidding was extended)	Time Remaining:	Item Location:		
https://www.mvbataxsales.com/auction/harrison-county-online-property-tax-sale-october-1-2024-121/item/account-no-r000020565r000047757-1129-acres-more-or-less-in-the-j-adams-survey-abstract-34-harrison-county-texas-suit-no-19-0469t-2748/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/121/1725490299/w0002-1_t.jpg	Account No. R000020565/R000047757 - 11.29 Acres, more or less, in the J. Adams Survey, Abstract 34, Harrison County, Texas ::::: Suit No. 19-0469T	High Bidder:	3462	Current Bid:	$52,146.49	$52,646.49	Min Bid:		Closed	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/henderson-county-online-property-tax-sale-september-3-2024-119/item/withdrawn-from-sale-account-no-0060-0060-0000-300-one-acre-more-or-less-out-of-the-jm-bertran-survey-aka-jm-beltram-survey-abstract-60-henderson-county-texas-suit-no-tax20-0228-392-2734/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/119/1723520891/w0002-1_t.jpg	WITHDRAWN FROM SALE Account No. 0060-0060-0000-300 - One Acre, more or less, out of the J.M. Bertran Survey, AKA J.M. Beltram Survey, Abstract 60, Henderson County, Texas ::::: Suit No. TAX20-0228-392	Current Bid:	$0.00		$2,814.03	$50.00	Bid Increment:	WITHDRAWN FROM SALE			Item Location:			
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-august-5-2025-149/item/withdrawn-from-sale-account-no-000000384102-lot-167-cascada-at-canyon-lake-subdivision-unit-3-comal-county-texas-suit-no-t-9978e-3702/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/149/1752073744/w0002-1_t.jpg	*WITHDRAWN FROM SALE* Account No. 000000384102 - Lot 167, Cascada at Canyon Lake Subdivision, Unit 3, Comal County, Texas ::::: Suit No. T-9978E	Current Bid:	$0.00		$6,972.94	$100.00	Bid Increment:	*WITHDRAWN FROM SALE*			Item Location:			
https://www.mvbataxsales.com/auction/cherokee-county-online-property-tax-sale-august-5-2025-150/item/account-no-105669000105663000-200-acres-more-or-less-out-of-abstract-40-of-the-j-pineda-survey-cherokee-county-texas-suit-no-2015110738-3710/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/150/1752077898/w0002-1_t.jpg	Account No. 105669000/105663000 - 2.00 Acres, more or less, out of Abstract 40 of the J. Pineda Survey, Cherokee County, Texas ::::: Suit No. 2015110738	Current Bid:	$0.00		$28,907.79	$100.00	Bid Increment:		, , TX	(bidding was extended)	Time Remaining:	Item Location:		
https://www.mvbataxsales.com/auction/gladewater-isdcity-of-gladewaterpine-tree-isd-gregg-county-online-property-tax-sale-august-5-2025-151/item/account-no-000036086-lots-35-36-block-1-belwood-addition-city-of-gladewater-gregg-county-texas-suit-no-022344-ccl2-3739/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/151/1752088010/w0002-1_t.jpg	Account No. 000036086 - Lots 35 & 36, Block 1, Belwood Addition, City of Gladewater, Gregg County, Texas ::::: Suit No. 022344-CCL2	High Bidder:	3793	Current Bid:	$6,899.80	$6,999.80	Min Bid:		Closed	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/bowie-central-appraisal-district-bowie-county-texas-online-property-tax-sale-august-5-2025-152/item/withdrawn-from-sale-account-no-01580006000-lot-5-block-5-beverly-heights-addition-city-of-texarkana-bowie-county-texas-suit-no-23c0539-102-approximate-property-address-809-melton-texarkana-texas-3754/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/152/1752791302/w0002-1_t.jpg	WITHDRAWN FROM SALE Account No. 01580006000 - Lot 5, Block 5, Beverly Heights Addition, City of Texarkana, Bowie County, Texas ::::: Suit No. 23C0539-102 ::::: Approximate Property Address: 809 Melton, Texarkana, Texas	Current Bid:	$0.00		$995.98	$10.00	Bid Increment:	WITHDRAWN FROM SALE			Item Location:			
https://www.mvbataxsales.com/auction/henderson-county-online-property-tax-sale-september-2-2025-153/item/withdrawn-from-sale-account-no-209300-0680-acres-more-or-less-out-of-the-jb-atwood-survey-abstract-19-henderson-county-texas-suit-no-tax21-0155-173-3785/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/153/1754601020/w0002-1_t.jpg	WITHDRAWN FROM SALE Account No. 209300 - 0.680 Acres, more or less, out of the J.B. Atwood Survey, Abstract 19, Henderson County, Texas ::::: Suit No. TAX21-0155-173	Starting Bid:	$5,573.13	Auction starts in	16D, 22H, 24M			WITHDRAWN FROM SALE						
https://www.mvbataxsales.com/auction/burnet-county-online-property-tax-sale-13/item/account-no-000000021948-lot-k7304-plat-k71-horseshoe-bay-south-addition-to-the-city-of-horseshoe-bay-burnet-county-texas-suit-no-35649-123/	https://d2jg8vcunvbhyl.cloudfront.net/user_images2/123_4719540.jpg	Account No. 000000021948, Lot K7304, Plat K7.1, Horseshoe Bay South Addition to the City of Horseshoe Bay, Burnet County, Texas, Suit No. 35,649	High Bidder:	44	Current Bid:	$810.00	$820.00	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-august-6-2024-118/item/account-no-009337-lot-1165-canyon-lake-forest-unit-3-comal-county-texas-suit-no-t-10029b-approximate-property-address-762-firefly-dr-comal-county-texas-2711/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/118/1720624576/w0002-1_t.jpg	Account No. 009337 - Lot 1165, Canyon Lake Forest, Unit 3, Comal County, Texas ::::: Suit No. T-10029B ::::: Approximate Property Address: 762 Firefly Dr., Comal County, Texas	High Bidder:	2743	Current Bid:	$32,200.00	$32,300.00	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/harrison-county-online-property-tax-sale-august-6-2024-116/item/account-no-n010349989-n010349989-n010675604-n010675992-n010676168-n010517761-n010675533-n010675921-n010349991-n010675615-n010676003-n010676177-0000077000-ri-moore-sanders-4-ab-722-ms-ussury-sur-well-4-rrc-221434-0000007000-ri-margie-perry-9h-ab-722-m-s-ussury-sur-well-9h-rrc-285298-0000006000-ri-margie-perry-10h-ab-722-m-s-ussury-sur-well-10h-rrc-285498-0000068000-ri-sanders-moore-deep-1h-ab-722-ms-ussury-sur-well-1h-rrc-285666-0000011000-ri-lawless-tr-1-carthage-north-m-s-ussery-sur-0001178000-ri-margie-perry-9h-ab-722-m-s-ussury-sur-well-9h-rrc-285298-0001046000-ri-margie-perry-10h-ab-722-m-s-ussury-sur-well-10h-rrc-285498-0000077000-ri-moore-sanders-4-ab-722-ms-ussury-sur-well-4-rrc-221434-0000007000-ri-margie-perry-9h-ab-722-m-s-ussury-sur-well-9h-rrc-285298-0000006000-ri-margie-perry-10h-ab-722-m-s-ussury-sur-well-10h-rrc-285498-and-0000068000-ri-sanders-moore-2647/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/116/1719589615/w0002-1_t.jpg	Account No. N010349989/ N010349989/ N010675604/ N010675992/ N010676168/ N010517761/ N010675533/ N010675921/ N010349991/ N010675615/ N010676003/ N010676177 - 0.000077000 RI, MOORE SANDERS #4, AB 722, MS USSURY SUR, WELL #4, RRC #221434; 0.000007000 RI, MARGIE-PERRY #9H, AB 722, M S USSURY SUR, WELL #9H, RRC #285298; 0.000006000 RI, MARGIE-PERRY #10H, AB 722, M S USSURY SUR, WELL #10H, RRC #285498; 0.000068000 RI, SANDERS MOORE 'DEEP' #1H, AB 722, MS USSURY SUR, WELL #1H, RRC #285666; 0.000011000 RI, LAWLESS TR #1, CARTHAGE NORTH, M S USSERY SUR; 0.001178000 RI, MARGIE-PERRY #9H, AB 722, M S USSURY SUR, WELL #9H, RRC #285298; 0.001046000 RI, MARGIE-PERRY #10H, AB 722, M S USSURY SUR, WELL #10H, RRC #285498; 0.000077000 RI, MOORE SANDERS #4, AB 722 MS USSURY SUR, WELL #4, RRC #221434; 0.000007000 RI, MARGIE-PERRY #9H, AB 722, M S USSURY SUR, WELL #9H, RRC #285298; 0.000006000 RI, MARGIE-PERRY #10H, AB 722, M S USSURY SUR, WELL #10H, RRC #285498; and 0.000068000 RI, SANDERS MOORE	High Bidder:	4989	Current Bid:	$19,000.00	$19,100.00	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/burnet-county-online-property-tax-sale-august-6-2024-115/item/account-no-17982-lot-204-green-valley-section-sherwood-shores-no-2-city-of-granite-shoals-burnet-county-texas-suit-no-50759-approximate-property-address-ridge-valley-ln-granite-shoals-texas-2628/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/115/1719583048/w0002-1_t.jpg	Account No. 17982 - Lot 204, Green Valley Section, Sherwood Shores No. 2, City of Granite Shoals, Burnet County, Texas ::::: Suit No. 50759 ::::: Approximate Property Address: Ridge Valley Ln, Granite Shoals, Texas	High Bidder:	4681	Current Bid:	$14,100.00	$14,200.00	Min Bid:	Extra Info: Minimum Bid: $3,230.00	Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/cherokee-county-online-property-tax-sale-july-2-2024-113/item/withdrawn-from-sale-account-no-105849000-97081-acres-more-or-less-out-of-the-j-pineda-survey-abstract-40-cherokee-county-texas-suit-no-2006100682-2603/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/113/1718233570/w0002-1_t.jpg	***WITHDRAWN FROM SALE*** Account No. 105849000 - 97.081 Acres, more or less, out of the J. Pineda Survey, Abstract 40, Cherokee County, Texas ::::: Suit No. 2006100682	Current Bid:	$0.00		$8,620.76	$100.00	Bid Increment:	WITHDRAWN FROM SALE			Item Location:			
https://www.mvbataxsales.com/auction/henderson-county-online-property-tax-sale-june-4-2024-111/item/account-no-4535-0000-1590-630-lots-159-and-160-westwood-beach-subdivision-section-1-henderson-county-texas-suit-no-tax22-0064-3-2589/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/111/1715876305/w0002-1_t.jpg	Account No. 4535-0000-1590-630 - Lots 159 and 160, Westwood Beach Subdivision, Section 1, Henderson County, Texas ::::: Suit No. TAX22-0064-3	High Bidder:	4520	Current Bid:	$57,100.00	$57,600.00	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-june-4-2024-110/item/withdrawn-from-sale-account-no-18166-lots-107-108-144-and-145-block-2-comal-hills-unit-1-comal-county-texas-suit-no-t-10046b-approximate-property-address-655-high-dr-2585/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/110/1715349715/w0002-1_t.jpg	**WITHDRAWN FROM SALE ** Account No. 18166 - Lots 107, 108, 144, and 145, Block 2, Comal Hills Unit 1, Comal County, Texas ::::: Suit No. T-10046B ::::: Approximate Property Address: 655 High Dr.	Current Bid:	$0.00		$14,952.08	$100.00	Bid Increment:	**WITHDRAWN FROM SALE**			Item Location:			
https://www.mvbataxsales.com/auction/harrison-county-online-property-tax-sale-june-4-2024-109/item/account-no-r000036864-lot-11-block-6-bishop-drive-addition-to-the-city-of-marshall-harrison-county-texas-suit-no-18-0881t-2528/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/109/1714690552/w0002-1_t.jpg	Account No. R000036864 - Lot 11, Block 6, Bishop Drive Addition to the City of Marshall, Harrison County, Texas ::::: Suit No. 18-0881T	High Bidder:	4626	Current Bid:	$6,100.00	$6,200.00	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
